Owner ,Include,Startup Name,Description,Website,Financial Instrument,Customer,Consolidated Tag,Tag,Objective,Maturity (new),Funded,Funding Round,Funding amount ($),Country,Founded Year,Employees,Complete,Hero,Year Score (0.4),Funding Score (0.6),Employee Score (0),Total Score,Maturity,0.4,0.6,0,Text to no.conversion,,,Consolidated Customer,API Integration,Financial/Non-Financial
,TRUE,LIMITLESS,"Spendolate is a white-label goal-based investment platform through which banks can offer micro savings option to the customers. Users have to sync their financial accounts to the platform, and it automatically moves 2%-20% of the expenditure into a savings account. The app offers an option of 4-5 funds of passive index funds across different risk profiles.",limitless.app,,Employees,Automated Savings,Automated Savings,White label goal-based micro investment platform,Emerging,,Seed,,Netherlands,2015,,,,,,,,,,,,,,,B2B,No,Financial
,TRUE,Yethu,Yethu is a Stokvel management application from South Africa. The application allows members of a stokvel to track funds that go in and out of their groups’ bank account and for members to check their bank balances in real time.,yethu.co.za,,Working Class,Pooled Savings,Pooled Savings,Stokvel management application,Nascent,,Seed,,South Africa,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,MyRoundUp,"MyRoundUp is a web and mobile-based spare change donation platform. Users can sign up, select their cause, link their bank accounts and the platform will automatically round up their purchases and transfer the spare change to the donation of their choice. Also has white label apps for organizations who want to start their own donation drive.",myroundup.com,,,#N/A,,Spare change donation platform,,,Seed,,USA,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,eMoneypool,"eMoneyPool is a private, microfinance provider that offers online group lending and saving pools -“money pools.” eMoneyPool allows friends and family to “pool” a portion of their income for a number of pay periods and take turns to receive the lump sum. Also, it offers to submit reports to the credit bureaus, thus allowing members to improve or establish their credit with every payment.",emoneypool.com,,,#N/A,,Microfinance provider to meet short-term goals,,,Deadpooled,,USA,2010,,,,,,,,,,,,,,,#N/A,,
,TRUE,Reach,"Reach is an app that lets users and their friends in groups to set, track, and achieve their financial goals.  Users need to set a target amount and due date. It has partnered with Zenith Bank to automatically deduct the amount  from account. Also, Reach users are limited to invite upto 12 friends.",findreach.com,,Working Class,Pooled Savings,Group Savings,A group saving app,Mature,,Seed,,Nigeria,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Oroscas,"Oroscas offers an online rotating savings and credit association platform for emerging-middle-class, underbanked individuals in the Philippines to save and spend money through the platform. It allows a group of friends help each other save for their goals through collaborative finance.",oroscas.com,,,#N/A,,Online rotating savings and credit association platform,,,Deadpooled,,Philippines,2014,,,,,,,,,,,,,,,#N/A,,
,TRUE,PocketJam,"PocketJam is a game-based mobile app for providing financial education to children. It enables children to unlock their pocket money by solving weekly challenges. Parents can decide monthly pocket money amount, reward per quiz, and saving bonus. The app is available on Android and iOS platforms.",pocketjam.io,,Milennial,Social Enterprise,Financial Education,Game-based mobile app for providing financial education to children,Emerging,,Seed,,Switzerland,2018,,,,,,,,,,,,,,,End Consumer,No,Non-Financial
,FALSE,Quanto Gastei,"Quanto Gastei provides a online mobile platform that enables user to manage their finances. It automatically tracks spending from user's bank statement, credit card etc. User can also opt for micro-investment service as it round ups the fractional purchases to nearest integer and saves it for investment.",quantogastei.com,,,#N/A,,Online platform for saving and micro investments,,,Seed,,Brazil,2014,,,,,,,,,,,,,,,#N/A,,
,TRUE,Thrive Savings,Thrive Savings is an automated savings management platform.  Users can set savings goal on the platform and it automatically put away small amounts in a CDIC-insured account. Provides a view of the bill payments that are due and notifications for upcoming bills. Provides recommendations on how much the user should keep in the accounts to avoid the overdraft fees. Also provides debt pay-down methods that help the user to get debt free faster.,thrivesavings.com,,All,Automated Savings,Automated Savings,Savings management platform,Nascent,,Seed,,Canada,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Finbee,"Finbee is a goal-based automated savings platform accessible through Android and iOS apps. Users can set a financial goal with timelines, and create a variety of automated savings rules related to financial as well as non-financial activities. e.g. spare change on every card transaction, the timing of card payments, number of steps walked etc. Users can also contribute any amount manually for the goal any time. Finbee setups up a new savings account for the purpose.",finbee.jp,,All,Automated Savings,Automated Savings,Goal based automated savings platform,Mature,,Seed,,Japan,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,Evree,Evree is a savings management platform. Users can connect their financial account with the platform. They can create a savings goal account and can set automate transfers to the account. Also allows users to prioritise and manage multiple savings goals. Provides customized content and financial advice to the user.,evree.ca,,,#N/A,,Savings management platform,,,Deadpooled,,Canada,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Satochi,Satochi is an app for investing spare change. It automatically rounds up the purchases to the nearest dollar and invests the spare change in a portfolio of digital currencies. The app is available for iOS and Android platform.,satochi.io,,,#N/A,,Spare change investment app,,,Deadpooled,,USA,2017,,,,,,,,,,,,,,,#N/A,,
,TRUE,Mellow,"Mellow is a savings management app for kids & parents that combines financial education, analytics, and gamification. Parents can set monthly savings goals for kids. It enables parents to keep track of their children's progress towards financial goals. Kids can put their savings as deposits and parents provide interests with customisable rates in return. Parents can set tasks for kids and kids earn money by completing tasks. Utilizes data analytics technology to provide financial advice.",mellowapp.io,,Parents,Goal Based Savings,Children's Savings,Savings managment app for kids,Emerging,,Seed,,USA,2018,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Akiba,"Akiba is a mobile app which allows employees of empanelled companies to manage their savings banks and funds digitally. The app also serves as a payment method to pay providers even if the person doesn't own a bank account. The service is free for both the company and the employee. The platform also offers employer-enabled loans with disbursement timelines of 48 hours, and repayments directly deducted from payroll. The company was selected as the best startup fintech of Mexico in the national final of BBVA Open Talent 2017.",akibaa.com,,Working Class,Asset Management,Asset Management,Mobile app for managing savings and employer loans offered through employers,Nascent,,Seed,,Switzerland,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Raiz,Raiz is an online micro-investment platform that automatically saves and invests the user's spare change. Users connect their debit cards to the platform and it rounds up the transactions to the nearest dollar and invests the change in diversified portfolio. Users can also select from the multiple investment portfolios available on the platform based on the investment goals and risk factor. The app is available for iOS and Android platforms.,raizinvest.com.au,,All,Automated Savings,Spare Change Savings,Online micro-investment platform,Mature,,Public,,Australia,2015,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,Flourish Savings,Flourish Savings is a savings management platform. Users can open an account on the platform. Users are rewarded for saving money. The money is held in an FDIC-insured savings account. The app is available for iOS and Android platforms.,flourishsavings.com,,Milennials,Savings Management,Savings Management Platform,Savings management platform,Emerging,,Funded,,USA,2017,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,First Rung,First Rung provides a saving management platform for individuals. It enables users to invest in diversified portfolio of assets. It helps in investing spare change amount for micro-investments.,first-rung.com,,All,Savings Management,Savings Management Platform,Saving management platform,Emerging,,Funded,,Australia,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,TRUE,MyPension,"myPension is a pension insurance broker. It has partnered with myLife (Insurer) and Vanguard (ETF investor). The product behind myPension is a fund-linked pension insurance that automatically invests customers' savings into a broadly diversified LifeCycle portfolio. The money is placed in multiple individual titles over several funds. Over the term, the savings of shares are converted into fixed-interest securities. The automatic conversion is carried out to minimize the value fluctuations of the portfolio to the reincome entry",mypension.de,,Working Class,Pensions Plan,Automated Pensions Plan,Digital retirement provision for self-employed persons,Emerging,,Funded,,Germany,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
